槙原,志保,まきはら,しほ,makihara,shiho,Pa,19,162cm,46kg,86,57,91,4月27日,牡牛座,B型,右,三重,ｽｲｰﾂめぐり,
松尾,千鶴,まつお,ちづる,matsuo,chizuru,Co,15,161cm,45kg,78,54,81,3月21日,牡羊座,A型,右,福岡,勉強・習字,
松永,涼,まつなが,りょう,matsunaga,ryo,Co,18,160cm,47kg,90,56,86,10月1日,天秤座,AB型,右,東京,ﾎﾗｰ映画鑑賞,千菅春香
松原,早耶,まつば,さや,matsuba,saya,Cu,18,156cm,43kg,83,58,86,12月28日,山羊座,AB型,右,兵庫,ﾌﾞﾛｸﾞ,
松本,沙理奈,まつもと,さりな,matsumoto,sarina,Co,22,165cm,48kg,92,58,85,9月1日,乙女座,A型,右,東京,ｼｮｯﾋﾟﾝｸﾞ,
松山,久美子,まつやま,くみこ,matsuyama,kumiko,Pa,21,161cm,44kg,81,56,81,1月21日,水瓶座,A型,右,神奈川,ﾋﾟｱﾉ,
的場,梨沙,まとば,りさ,matoba,risa,Pa,12,143cm,38kg,71,58,73,11月19日,蠍座,B型,右,山口,ﾀﾞﾝｽ、ﾊﾟﾊﾟとﾃﾞｰﾄ,
間中,美里,まなか,みさと,manaka,misato,Cu,20,160cm,46kg,84,57,85,11月6日,蠍座,AB型,右,神奈川,旅行,
真鍋,いつき,まなべ,いつき,manabe,itsuki,Pa,22,165cm,46kg,85,57,83,12月29日,山羊座,O型,右,石川,とにかく運動,
三浦,あずさ,みうら,あずさ,miura,azusa,Co,21,168cm,48kg,91,59,86,7月19日,蟹座,O型,右,765ﾌﾟﾛﾀﾞｸｼｮﾝ,犬の散歩、ｶﾌｪ巡り,たかはし智秋
水木,聖來,みずき,せいら,mizuki,seira,Co,23,155cm,43kg,82,55,80,4月27日,牡牛座,B型,右,茨城,犬の散歩,
水谷,絵里,みずたに,えり,mizutani,eri,Co,15,152cm,36kg,82,53,76,3月7日,魚座,B型,右,876ﾌﾟﾛﾀﾞｸｼｮﾝ,映像編集・ｼﾞｸﾞｿｰﾊﾟｽﾞﾙ,花澤香菜
水野,翠,みずの,みどり,mizuno,midori,Co,18,164cm,47kg,80,54,81,12月5日,射手座,AB型,右,愛知,弓道,
水本,ゆかり,みずもと,ゆかり,mizumoto,yukari,Cu,15,155cm,42kg,81,56,82,10月18日,天秤座,A型,右,青森,ﾌﾙｰﾄ,藤田茜
水瀬,伊織,みなせ,いおり,minase,iori,Pa,15,153cm,40kg,77,54,79,5月5日,牡牛座,AB型,右,765ﾌﾟﾛﾀﾞｸｼｮﾝ,海外旅行、食べ歩き,釘宮理恵
三船,美優,みふね,みゆ,mifune,miyu,Co,26,165cm,46kg,85,60,85,2月25日,魚座,AB型,右,岩手,ｱﾛﾏﾃﾗﾋﾟｰ,原田彩楓
三村,かな子,みむら,かなこ,mimura,kanako,Cu,17,153cm,52kg,90,65,89,1月6日,山羊座,O型,右,東京,お菓子作り,大坪由佳
宮本,フレデリカ,みやもと,ふれでりか,miyamoto,frederica,Cu,19,164cm,46kg,83,57,85,2月14日,水瓶座,B型,左,ﾊﾟﾘ,ﾌｧｯｼｮﾝ,髙野麻美
三好,紗南,みよし,さな,miyoshi,sana,Pa,14,149cm,39kg,75,56,80,6月25日,蟹座,B型,右,香川,TVｹﾞｰﾑ･夜更かし,
向井,拓海,むかい,たくみ,mukai,takumi,Pa,18,163cm,53kg,95,60,87,8月7日,獅子座,A型,右,神奈川,ﾊﾞｲｸいじり,原優子
棟方,愛海,むなかた,あつみ,munakata,atsumi,Cu,14,151cm,41kg,73,56,75,8月1日,獅子座,A型,両,青森,指の運動,藤本彩花
村上,巴,むらかみ,ともえ,murakami,tomoe,Pa,13,146cm,37kg,74,53,76,1月3日,山羊座,A型,右,広島,演歌、将棋,花井美春
村松,さくら,むらまつ,さくら,muramatsu,sakura,Cu,15,145cm,38kg,75,55,77,3月27日,牡羊座,O型,右,静岡,ﾋﾟﾝｸのもの集め,
,メアリー・コクラン,,めありーこくらん,,marycochran,Pa,11,150cm,40kg,70,58,72,1月19日,山羊座,B型,左,ｻﾝﾌﾗﾝｼｽｺ,女磨き･ｸﾞﾙﾒﾂｱｰ,
持田,亜里沙,もちだ,ありさ,mochida,arisa,Cu,21,156cm,45kg,77,54,76,8月24日,乙女座,AB型,右,長野,子どもと遊ぶこと,
望月,聖,もちづき,ひじり,mochizuki,hijiri,Co,13,150cm,37kg,82,56,86,12月25日,山羊座,O型,右,長野,歌を口ずさむこと,
桃井,あずき,ももい,あずき,momoi,azuki,Cu,15,145cm,40kg,80,55,78,7月7日,蟹座,A型,右,長野,金魚すくい,
森久保,乃々,もりくぼ,のの,morikubo,nono,Co,14,149cm,38kg,73,55,76,8月27日,乙女座,AB型,左,神奈川,ﾎﾟｴﾑ作り･少女漫画集め,高橋花林
諸星,きらり,もろぼし,きらり,moroboshi,kirari,Pa,17,182cm,60kg,91,64,86,9月1日,乙女座,O型,右,東京,かわいい物集め,松嵜麗
楊,菲菲,やお,ふぇいふぇい,yao,fueifuei,Cu,15,152cm,41kg,82,58,84,9月29日,天秤座,O型,右,香港,料理,
八神,マキノ,やがみ,まきの,yagami,makino,Co,18,160cm,45kg,85,56,83,11月7日,蠍座,B型,右,岐阜,諜報活動,
矢口,美羽,やぐち,みう,yaguchi,miu,Pa,14,150cm,41kg,81,56,80,7月10日,蟹座,B型,右,千葉,ﾒｰﾙ,
柳,清良,やなぎ,きよら,yanagi,kiyora,Cu,23,158cm,47kg,85,58,86,5月12日,牡牛座,O型,右,愛媛,ﾄﾞｷｭﾒﾝﾀﾘｰ番組鑑賞,
柳瀬,美由紀,やなせ,みゆき,yanase,miyuki,Cu,14,144cm,33kg,75,54,77,3月16日,魚座,O型,右,北海道,ぬいぐるみ集め,
大和,亜季,やまと,あき,yamato,aki,Co,21,165cm,51kg,92,60,85,12月16日,射手座,O型,左,福岡,ｻﾊﾞｹﾞｰ､ﾌﾟﾗﾓ収集,村中知
結城,晴,ゆうき,はる,yuki,haru,Co,12,140cm,37kg,74,55,78,7月17日,蟹座,A型,右,愛媛,ｻｯｶｰ,小市眞琴
遊佐,こずえ,ゆさ,こずえ,yusa,kozue,Cu,11,130cm,28kg,62,50,65,2月19日,魚座,B型,右,高知,しゅみってなぁに?,
横山,千佳,よこやま,ちか,yokoyama,chika,Cu,9,127cm,31kg,60,55,65,12月18日,射手座,A型,右,宮崎,魔法少女ごっこ,
吉岡,沙紀,よしおか,さき,yoshioka,saki,Co,17,166cm,43kg,86,60,85,5月8日,牡牛座,A型,右,神奈川,ｽﾄﾘｰﾄｱｰﾄ,
依田,芳乃,よりた,よしの,yorita,yoshino,Pa,16,151cm,40kg,73,53,73,7月3日,蟹座,O型,右,鹿児島,悩み事解決・石ころ集め・失せ物探し,
,ライラ,,らいら,,layla,Co,16,150cm,40kg,75,54,78,5月21日,双子座,O型,右,ﾄﾞﾊﾞｲ,公園で知らない人とおしゃべり,
龍崎,薫,りゅうざき,かおる,ryuzaki,kaoru,Pa,9,132cm,32kg,65,51,70,7月20日,蟹座,O型,右,愛媛,料理,春瀬なつみ
若林,智香,わかばやし,ともか,wakabayashi,tomoka,Pa,17,156cm,45kg,82,57,83,8月30日,乙女座,A型,右,鹿児島,ﾁｱﾘｰﾃﾞｨﾝｸﾞ,
脇山,珠美,わきやま,たまみ,wakiyama,tamami,Co,16,145cm,38kg,72,53,75,9月20日,乙女座,B型,右,佐賀,剣道・時代小説を読むこと,嘉山未紗
和久井,留美,わくい,るみ,wakui,rumi,Co,26,168cm,49kg,81,60,86,4月7日,牡羊座,A型,左,広島,仕事,
